id,country_id,season,stage,date,hometeam_id,awayteam_id,home_goal,away_goal
8727,7809,2011/2012,1,2011-08-05T00:00:00.000Z,9789,9790,3,1
8728,7809,2011/2012,1,2011-08-06T00:00:00.000Z,8697,8350,2,0
8729,7809,2011/2012,1,2011-08-06T00:00:00.000Z,9904,8226,2,1
8730,7809,2011/2012,1,2011-08-07T00:00:00.000Z,9905,8178,2,0
8731,7809,2011/2012,1,2011-08-06T00:00:00.000Z,10269,10189,3,0
8732,7809,2011/2012,1,2011-08-06T00:00:00.000Z,8722,8721,0,3
8733,7809,2011/2012,1,2011-08-06T00:00:00.000Z,8406,8358,2,2
8734,7809,2011/2012,1,2011-08-06T00:00:00.000Z,8177,8165,0,1
8735,7809,2011/2012,1,2011-08-07T00:00:00.000Z,9823,9788,0,1
8736,7809,2011/2012,10,2011-10-22T00:00:00.000Z,9789,8722,5,0
8737,7809,2011/2012,10,2011-10-23T00:00:00.000Z,8178,10189,0,1
8738,7809,2011/2012,10,2011-10-22T00:00:00.000Z,9790,8721,1,1
8739,7809,2011/2012,10,2011-10-23T00:00:00.000Z,9904,9823,2,1
8740,7809,2011/2012,10,2011-10-22T00:00:00.000Z,8165,10269,2,2
8741,7809,2011/2012,10,2011-10-22T00:00:00.000Z,8350,8358,1,0
8742,7809,2011/2012,10,2011-10-22T00:00:00.000Z,8226,9788,1,0
8743,7809,2011/2012,10,2011-10-21T00:00:00.000Z,8406,8697,1,1
8744,7809,2011/2012,10,2011-10-22T00:00:00.000Z,8177,9905,0,0
8745,7809,2011/2012,11,2011-10-29T00:00:00.000Z,9823,8165,4,0
8746,7809,2011/2012,11,2011-10-29T00:00:00.000Z,10189,8226,3,1
8747,7809,2011/2012,11,2011-10-30T00:00:00.000Z,9790,8350,1,1
8748,7809,2011/2012,11,2011-10-29T00:00:00.000Z,9905,8697,1,3
8749,7809,2011/2012,11,2011-10-28T00:00:00.000Z,8358,8178,0,1
8750,7809,2011/2012,11,2011-10-29T00:00:00.000Z,10269,9789,1,1
8751,7809,2011/2012,11,2011-10-30T00:00:00.000Z,8722,8406,3,0
8752,7809,2011/2012,11,2011-10-29T00:00:00.000Z,8721,8177,2,3
8753,7809,2011/2012,11,2011-10-29T00:00:00.000Z,9788,9904,2,1
8754,7809,2011/2012,12,2011-11-05T00:00:00.000Z,9789,8721,5,1
8755,7809,2011/2012,12,2011-11-05T00:00:00.000Z,8697,8722,3,2
8756,7809,2011/2012,12,2011-11-05T00:00:00.000Z,8178,9790,2,2
8757,7809,2011/2012,12,2011-11-06T00:00:00.000Z,9904,10189,2,2
