id,country_id,season,stage,date,hometeam_id,awayteam_id,home_goal,away_goal
1237,1,2013/2014,1,2014-03-29T00:00:00.000Z,8475,9989,2,0
1238,1,2013/2014,1,2014-03-29T00:00:00.000Z,9991,8573,0,1
1239,1,2013/2014,2,2014-04-05T00:00:00.000Z,9989,9991,1,0
1240,1,2013/2014,2,2014-04-05T00:00:00.000Z,8573,8475,0,0
1241,1,2013/2014,3,2014-04-12T00:00:00.000Z,9991,8475,2,1
1242,1,2013/2014,3,2014-04-12T00:00:00.000Z,8573,9989,2,0
1243,1,2013/2014,4,2014-04-19T00:00:00.000Z,8475,9991,2,4
1244,1,2013/2014,4,2014-04-19T00:00:00.000Z,9989,8573,0,2
1245,1,2013/2014,5,2014-04-26T00:00:00.000Z,9989,8475,4,2
1246,1,2013/2014,5,2014-04-26T00:00:00.000Z,8573,9991,1,1
1247,1,2013/2014,6,2014-05-03T00:00:00.000Z,8475,8573,0,1
1248,1,2013/2014,6,2014-05-03T00:00:00.000Z,9991,9989,4,0
3629,1729,2013/2014,1,2013-08-17T00:00:00.000Z,9825,10252,1,3
3630,1729,2013/2014,1,2013-08-18T00:00:00.000Z,8455,8667,2,0
3631,1729,2013/2014,1,2013-08-18T00:00:00.000Z,9826,8586,0,1
3632,1729,2013/2014,1,2013-08-17T00:00:00.000Z,8650,10194,1,0
3633,1729,2013/2014,1,2013-08-19T00:00:00.000Z,8456,10261,4,0
3634,1729,2013/2014,1,2013-08-17T00:00:00.000Z,9850,8668,2,2
3635,1729,2013/2014,1,2013-08-17T00:00:00.000Z,8472,9879,0,1
3636,1729,2013/2014,1,2013-08-17T00:00:00.000Z,10003,10260,1,4
3637,1729,2013/2014,1,2013-08-17T00:00:00.000Z,8659,8466,0,1
3638,1729,2013/2014,1,2013-08-17T00:00:00.000Z,8654,8344,2,0
3639,1729,2013/2014,10,2013-11-02T00:00:00.000Z,9825,8650,2,0
3640,1729,2013/2014,10,2013-11-03T00:00:00.000Z,8344,10003,1,0
3641,1729,2013/2014,10,2013-11-03T00:00:00.000Z,8668,8586,0,0
3642,1729,2013/2014,10,2013-11-02T00:00:00.000Z,9879,10260,1,3
3643,1729,2013/2014,10,2013-11-02T00:00:00.000Z,8667,8472,1,0
3644,1729,2013/2014,10,2013-11-02T00:00:00.000Z,8456,9850,7,0
3645,1729,2013/2014,10,2013-11-02T00:00:00.000Z,10261,8455,2,0
3646,1729,2013/2014,10,2013-11-02T00:00:00.000Z,10194,8466,1,1
3647,1729,2013/2014,10,2013-11-02T00:00:00.000Z,8659,9826,2,0
3648,1729,2013/2014,10,2013-11-02T00:00:00.000Z,8654,10252,0,0
3649,1729,2013/2014,11,2013-11-09T00:00:00.000Z,10252,8344,2,0
3650,1729,2013/2014,11,2013-11-09T00:00:00.000Z,8455,8659,2,2
3651,1729,2013/2014,11,2013-11-09T00:00:00.000Z,9826,8668,0,0
3652,1729,2013/2014,11,2013-11-09T00:00:00.000Z,8650,9879,4,0
3653,1729,2013/2014,11,2013-11-10T00:00:00.000Z,10260,9825,1,0
3654,1729,2013/2014,11,2013-11-09T00:00:00.000Z,9850,8654,3,1
3655,1729,2013/2014,11,2013-11-09T00:00:00.000Z,8466,8667,4,1
3656,1729,2013/2014,11,2013-11-10T00:00:00.000Z,8472,8456,1,0
3657,1729,2013/2014,11,2013-11-10T00:00:00.000Z,10003,10194,3,3
3658,1729,2013/2014,11,2013-11-10T00:00:00.000Z,8586,10261,0,1
3659,1729,2013/2014,12,2013-11-23T00:00:00.000Z,9825,8466,2,0
3660,1729,2013/2014,12,2013-11-24T00:00:00.000Z,8344,10260,2,2
3661,1729,2013/2014,12,2013-11-23T00:00:00.000Z,8668,8650,3,3
3662,1729,2013/2014,12,2013-11-23T00:00:00.000Z,9879,10003,1,2
3663,1729,2013/2014,12,2013-11-23T00:00:00.000Z,8667,9826,0,1
3664,1729,2013/2014,12,2013-11-24T00:00:00.000Z,8456,8586,6,0
3665,1729,2013/2014,12,2013-11-23T00:00:00.000Z,10261,9850,2,1
3666,1729,2013/2014,12,2013-11-23T00:00:00.000Z,10194,8472,2,0
3667,1729,2013/2014,12,2013-11-25T00:00:00.000Z,8659,10252,2,2
3668,1729,2013/2014,12,2013-11-23T00:00:00.000Z,8654,8455,0,3
3669,1729,2013/2014,13,2013-11-30T00:00:00.000Z,10252,8472,0,0
3670,1729,2013/2014,13,2013-11-30T00:00:00.000Z,8344,9825,0,3
3671,1729,2013/2014,13,2013-12-01T00:00:00.000Z,8455,8466,3,1
3672,1729,2013/2014,13,2013-11-30T00:00:00.000Z,8668,10194,4,0
3673,1729,2013/2014,13,2013-12-01T00:00:00.000Z,8667,8650,3,1
